ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference
BE031	NA	PRJNA323691	NA	Belgium	Beer_(Trappist)	NA	Beer	No	NA	4	"+1@1,9"	"+1@1,9"	Yes	Gain	Yes	No	No	No	BE031	88	Belgium/Germany	Belgium/Germany	TBD	0.003035675	Gallone_et_al_2016
BE032	NA	PRJNA323691	NA	England	Beer	NA	Beer	No	NA	2	No	No	No	No	No	No	No	No	BE032	84	Beer2	Beer2	TBD	0.002248289	Gallone_et_al_2016
BE033	NA	PRJNA323691	NA	England	Beer_(Strong_ale)	NA	Beer	No	NA	2	No	No	No	No	No	No	No	No	BE033	106	Wine	Wine	TBD	0.000670798	Gallone_et_al_2016
BE034	NA	PRJNA323691	NA	Belgium	Beer_(Saison)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	No	BE034	93	Beer2	Beer2	TBD	0.000321199	Gallone_et_al_2016
BE035	NA	PRJNA323691	NA	Belgium_(UK_origin)	Beer_(Trappist)	NA	Beer	No	NA	4	"-1@1,7,12"	"-1@1,7;+1@4,13,15,16"	Yes	Both	Yes	No	Yes	No	BE035	187	Mosaic	Mosaic	TBD	0.003419577	Gallone_et_al_2016
BE036	NA	PRJNA323691	NA	Belgium_(UK_origin)	Beer_(Trappist)	NA	Beer	No	NA	4	+1@5	+1@5	Yes	Gain	Yes	No	No	No	BE036	98	Britain	Britain	TBD	0.00409127	Gallone_et_al_2016
BE037	NA	PRJNA323691	NA	Belgium_(UK_origin)	Beer_(Trappist)	NA	Beer	No	NA	4	"-1@1,14;+1@5"	"-1@1,14;+1@5"	Yes	Both	Yes	No	No	No	BE037	105	Britain	Britain	TBD	0.00366252	Gallone_et_al_2016
BE038	NA	PRJNA323691	NA	Unknown	Beer_(Lager)	NA	Beer	No	NA	4	+1@3	+1@3	Yes	Gain	Yes	No	No	No	BE038	94	Mixed	Mixed	TBD	0.005832084	Gallone_et_al_2016
BE039	NA	PRJNA323691	NA	Czech	Beer_(Lager)	NA	Beer	No	NA	2	+1@14	+1@14	Yes	Gain	Yes	0.03	No	No	BE039	126	Beer2	Beer2	TBD	0.001765801	Gallone_et_al_2016
BE040	NA	PRJNA323691	NA	US	Beer_(Lager)	NA	Beer	No	NA	2	+1@14	+1@14	Yes	Gain	Yes	No	No	No	BE040	81	Beer2	Beer2	TBD	0.001794908	Gallone_et_al_2016
BE041	NA	PRJNA323691	NA	Belgium	Beer_(Lager)	NA	Beer	No	NA	3	"+1@3,6,11,12,13,15,16;+2@9"	"-1@1,10;+1@9"	Yes	Both	Yes	No	Yes	No	BE041	77	Belgium/Germany	Belgium/Germany	TBD	0.003138616	Gallone_et_al_2016
BE042	NA	PRJNA323691	NA	Belgium	Beer_(Lager)	NA	Beer	No	NA	3	"-1@10;+1@3,9,12,16"	"-1@1,10;+1@3,9,12,16"	Yes	Both	Yes	No	Yes	No	BE042	76	Mosaic	Mosaic	TBD	0.002852152	Gallone_et_al_2016
BE043	NA	PRJNA323691	NA	Belgium	Beer_(Lager)	NA	Beer	No	NA	4	-1@1	-1@1	Yes	Loss	Yes	No	Yes	No	BE043	133	Belgium/Germany	Belgium/Germany	TBD	0.004174568	Gallone_et_al_2016
BE044	NA	PRJNA323691	Nextera_XT	US_(California)	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	Yes	BE044	5	US	US	TBD	0.001348779	Gallone_et_al_2016
BE045	NA	PRJNA323691	Nextera_XT	England	Beer_(Bitter)	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	BE045	20	Britain	Britain	TBD	0.003312818	Gallone_et_al_2016
BE046	NA	PRJNA323691	Nextera_XT	Germany	Beer	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	BE046	15	Belgium/Germany	Belgium/Germany	TBD	0.002724539	Gallone_et_al_2016
BE047	NA	PRJNA323691	Nextera_XT	Ireland	Beer_(Stout)	NA	Beer	No	NA	Unknown	No	-1@4	Yes	Loss	Yes	No	Yes	Yes	BE047	29	Britain	Britain	TBD	0.003753008	Gallone_et_al_2016
BE048	NA	PRJNA323691	Nextera_XT	England	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	+2@9	Yes	Gain	Yes	No	Yes	Yes	BE048	28	Britain	Britain	TBD	0.003550295	Gallone_et_al_2016
BE049	NA	PRJNA323691	Nextera_XT	England	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	-1@4	Yes	Loss	Yes	No	Yes	Yes	BE049	33	Britain	Britain	TBD	0.003583195	Gallone_et_al_2016
BE050	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	"-1@4,16"	Yes	Loss	Yes	No	Yes	Yes	BE050	30	Britain	Britain	TBD	0.003610475	Gallone_et_al_2016
BE051	NA	PRJNA323691	Nextera_XT	US_(East_Coast)	Beer	NA	Beer	No	NA	Unknown	No	+1@6	Yes	Gain	Yes	No	Yes	Yes	BE051	27	US	US	TBD	0.002896499	Gallone_et_al_2016
BE052	NA	PRJNA323691	Nextera_XT	Australia	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	"-1@4,12;+1@6"	Yes	Both	Yes	No	Yes	Yes	BE052	28	NS	NS	TBD	0.003973644	Gallone_et_al_2016
BE053	NA	PRJNA323691	Nextera_XT	Europe	Beer	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE053	19	Britain	Britain	TBD	0.003319034	Gallone_et_al_2016
BE054	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	-1@16	Yes	Loss	Yes	No	Yes	Yes	BE054	24	Britain	Britain	TBD	0.003509404	Gallone_et_al_2016
BE055	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	-1@4;+1@3	Yes	Both	Yes	No	Yes	Yes	BE055	28	Britain	Britain	TBD	0.003289889	Gallone_et_al_2016
BE056	NA	PRJNA323691	Nextera_XT	England	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	-1@8;+2@3	Yes	Both	Yes	No	Yes	Yes	BE056	22	Britain	Britain	TBD	0.00347329	Gallone_et_al_2016
BE057	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE057	28	Mosaic	Mosaic	TBD	0.003326971	Gallone_et_al_2016
BE058	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	-1@4	Yes	Loss	Yes	No	Yes	Yes	BE058	19	Mosaic	Mosaic	TBD	0.003398855	Gallone_et_al_2016
BE059	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	+1@6	Yes	Gain	Yes	No	Yes	Yes	BE059	24	Beer2	Beer2	TBD	0.002078286	Gallone_et_al_2016
BE060	NA	PRJNA323691	Nextera_XT	Scotland	Beer_(Ale)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE060	40	Mosaic	Mosaic	TBD	0.003326907	Gallone_et_al_2016
BE061	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Alt)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE061	16	Mixed	Mixed	TBD	0.004315311	Gallone_et_al_2016
BE062	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	2	No	No	No	No	No	No	Yes	Yes	BE062	29	Beer2	Beer2	TBD	0.001949769	Gallone_et_al_2016
BE063	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	2	"+1@8,14"	+1@14	Yes	Gain	Yes	0.1	Yes	Yes	BE063	59	Beer2	Beer2	TBD	0.001924075	Gallone_et_al_2016
BE064	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	-1@8	Yes	Loss	Yes	No	Yes	Yes	BE064	43	Britain	Britain	TBD	0.003815465	Gallone_et_al_2016
BE065	NA	PRJNA323691	Nextera_XT	US_(California)	Beer	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE065	25	US	US	TBD	0.002893367	Gallone_et_al_2016
BE066	NA	PRJNA323691	Nextera_XT	US_(Pacific_North_West_America)	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE066	18	Britain	Britain	TBD	0.003087485	Gallone_et_al_2016
BE067	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	4	-1@1	-1@4	Yes	Loss	Yes	0.05	Yes	Yes	BE067	49	US	US	TBD	0.002871649	Gallone_et_al_2016
BE068	NA	PRJNA323691	Nextera_XT	US_(California)	Beer_(Pale_ale)	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	Yes	BE068	5	US	US	TBD	0.001353154	Gallone_et_al_2016
BE069	NA	PRJNA323691	Nextera_XT	US_(California)	Beer	NA	Beer	No	NA	Unknown	No	-1@1	Yes	Loss	Yes	No	Yes	Yes	BE069	34	Britain	Britain	TBD	0.003844086	Gallone_et_al_2016
BE070	NA	PRJNA323691	Nextera_XT	France	Beer	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	Yes	BE070	11	Britain	Britain	TBD	0.002666411	Gallone_et_al_2016
BE071	NA	PRJNA323691	Nextera_XT	US_(San_Diego)	Beer	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE071	51	US	US	TBD	0.002919976	Gallone_et_al_2016
BE072	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Hefeweizen)	NA	Beer	No	NA	Unknown	No	-1@8	Yes	Loss	Yes	No	Yes	Yes	BE072	19	Mosaic	Mosaic	TBD	0.002446266	Gallone_et_al_2016
BE073	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Hefeweizen)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE073	37	Belgium/Germany	Belgium/Germany	TBD	0.003122409	Gallone_et_al_2016
BE074	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Hefeweizen)	NA	Beer	No	NA	Unknown	No	-1@7;+1@9	Yes	Both	Yes	No	Yes	Yes	BE074	40	Mosaic	Mosaic	TBD	0.00270847	Gallone_et_al_2016
BE075	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Wheat)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE075	42	Belgium/Germany	Belgium/Germany	TBD	0.002997769	Gallone_et_al_2016
BE076	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Wheat)	NA	Beer	No	NA	4	"-1@11;+1@2,9"	"-1@11;+1@2,3,9"	Yes	Both	Yes	No	Yes	Yes	BE076	59	Belgium/Germany	Belgium/Germany	TBD	0.003268816	Gallone_et_al_2016
BE077	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Trappist)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE077	36	Belgium/Germany	Belgium/Germany	TBD	0.003094386	Gallone_et_al_2016
BE078	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Trappist)	NA	Beer	No	NA	Unknown	No	+1@9	Yes	Gain	Yes	No	Yes	Yes	BE078	36	Belgium/Germany	Belgium/Germany	TBD	0.002945129	Gallone_et_al_2016
BE079	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Trappist)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE079	41	Britain	Britain	TBD	0.003708117	Gallone_et_al_2016
BE080	NA	PRJNA323691	Nextera_XT	Belgium	Beer	NA	Beer	No	NA	Unknown	No	-1@4	Yes	Loss	Yes	No	Yes	Yes	BE080	26	Beer2	Beer2	TBD	0.001635849	Gallone_et_al_2016
BE081	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Ale)	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE081	26	Belgium/Germany	Belgium/Germany	TBD	0.003654331	Gallone_et_al_2016
BE082	NA	PRJNA323691	Nextera_XT	Belgium	Beer	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE082	28	US	US	TBD	0.00267925	Gallone_et_al_2016
BE083	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Saison)	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	LOWCOV	Yes	BE083	13	Beer2	Beer2	TBD	0.000288695	Gallone_et_al_2016
BE084	NA	PRJNA323691	Nextera_XT	Belgium	Beer	NA	Beer	No	NA	Unknown	No	"+1@1,6"	Yes	Gain	Yes	No	Yes	Yes	BE084	33	Beer2	Beer2	TBD	0.000333695	Gallone_et_al_2016
BE085	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Strong_ale)	NA	Beer	No	NA	2	No	-1@4	Yes	Loss	Yes	No	Yes	Yes	BE085	61	Beer2	Beer2	TBD	0.002410818	Gallone_et_al_2016
BE086	NA	PRJNA323691	Nextera_XT	Belgium	Beer	NA	Beer	No	NA	2	No	"-1@4;+1@1,3"	Yes	Both	Yes	No	Yes	Yes	BE086	43	Beer2	Beer2	TBD	0.002196147	Gallone_et_al_2016
BE087	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Lager)	NA	Beer	No	NA	4	No	No	No	No	No	No	Yes	Yes	BE087	43	Belgium/Germany	Belgium/Germany	TBD	0.003204527	Gallone_et_al_2016
BE088	NA	PRJNA323691	Nextera_XT	Germany	Beer	NA	Beer	No	NA	2	No	No	No	No	No	No	Yes	Yes	BE088	38	Wine	Wine	TBD	0.000458424	Gallone_et_al_2016
BE089	NA	PRJNA323691	Nextera_XT	Germany	Beer	NA	Beer	No	NA	Unknown	No	-1@4	Yes	Loss	Yes	No	Yes	Yes	BE089	26	Britain	Britain	TBD	0.003492291	Gallone_et_al_2016
BE090	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	"-1@4,8"	Yes	Loss	Yes	No	Yes	Yes	BE090	35	Britain	Britain	TBD	0.00359755	Gallone_et_al_2016
BE091	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Lager)	NA	Beer	No	NA	2	No	"-1@4;+1@1,3,6"	Yes	Both	Yes	No	Yes	Yes	BE091	58	Beer2	Beer2	TBD	0.00201432	Gallone_et_al_2016
BE092	NA	PRJNA323691	Nextera_XT	Belgium	Beer_(Strong_ale)	NA	Beer	No	NA	Unknown	No	"-1@4;+1@1,3,5,6"	Yes	Both	Yes	No	No	Yes	BE092	37	Beer2	Beer2	TBD	0.001172372	Gallone_et_al_2016
BE093	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Hefeweizen)	NA	Beer	No	NA	Unknown	No	-1@1;+1@9	Yes	Both	Yes	No	Yes	No	BE093	47	Mosaic	Mosaic	TBD	0.002339917	Gallone_et_al_2016
BE094	NA	PRJNA323691	Nextera_XT	Germany	Beer_(Lager)	NA	Beer	No	NA	Unknown	No	-1@4;+1@9	Yes	Both	Yes	No	Yes	No	BE094	29	Britain	Britain	TBD	0.003439968	Gallone_et_al_2016
BE095	NA	PRJNA323691	Nextera_XT	Unknown	Beer	NA	Beer	No	NA	Unknown	No	"-1@4,12;+1@6"	Yes	Both	Yes	No	Yes	Yes	BE095	45	NS	NS	TBD	0.004242545	Gallone_et_al_2016
BE096	NA	PRJNA323691	Nextera_XT	Unknown	Beer	NA	Beer	No	NA	4	-1@12	"-1@4,12;+1@6"	Yes	Both	Yes	No	Yes	Yes	BE096	57	NS	NS	TBD	0.00434119	Gallone_et_al_2016
BE097	NA	PRJNA323691	Nextera_XT	Unknown	Beer	NA	Beer	No	NA	4	-1@12	"-1@4,12;+1@3,6"	Yes	Both	Yes	No	Yes	Yes	BE097	43	NS	NS	TBD	0.004222846	Gallone_et_al_2016
BE098	NA	PRJNA323691	Nextera_XT	US_(California)	Beer_(Pale_ale)	NA	Beer	No	NA	4	"-1@1,5,14;+1@12"	"-1@1,5,14;+1@12"	Yes	Both	Yes	No	Yes	Yes	BE098	63	US	US	TBD	0.002844046	Gallone_et_al_2016
BE099	NA	PRJNA323691	Nextera_XT	England	Beer_(Bitter)	NA	Beer	No	NA	4	"-1@5,10,12,14;+1@2"	"-1@4,10,12,14;+1@2"	Yes	Both	Yes	No	Yes	Yes	BE099	77	Britain	Britain	TBD	0.003921149	Gallone_et_al_2016
BE100	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	4	"-1@1,7;+1@2,4"	"-1@1,4,7;+1@3,6"	Yes	Both	Yes	No	Yes	Yes	BE100	63	Britain	Britain	TBD	0.003995811	Gallone_et_al_2016
BE101	NA	PRJNA323691	Nextera_XT	England	Beer	NA	Beer	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	BE101	49	Britain	Britain	TBD	0.003867768	Gallone_et_al_2016
BE102	NA	PRJNA323691	Nextera_XT	US	Beer	NA	Beer	No	NA	Unknown	No	-1@4;+1@6	Yes	Both	Yes	No	Yes	Yes	BE102	66	US	US	TBD	0.002808792	Gallone_et_al_2016
BI001	NA	PRJNA323691	NA	China	Bioethanol	NA	Bioethanol	No	NA	2	No	No	No	No	No	No	No	No	BI001	113	Asian	Asian	TBD	0.000742251	Gallone_et_al_2016
BI002	NA	PRJNA323691	NA	Brazil	Bioethanol	NA	Bioethanol	No	NA	2	No	No	No	No	No	No	No	No	BI002	98	Mosaic	Mosaic	TBD	0.003247139	Gallone_et_al_2016
BI003	NA	PRJNA323691	NA	China	Bioethanol	NA	Bioethanol	No	NA	2	No	No	No	No	No	No	No	No	BI003	78	Asian	Asian	TBD	0.000715446	Gallone_et_al_2016
BI004	NA	PRJNA323691	NA	China	Bioethanol	NA	Bioethanol	No	NA	2	No	No	No	No	No	No	No	No	BI004	104	Asian	Asian	TBD	0.000787807	Gallone_et_al_2016
BI005	NA	PRJNA323691	NA	Brazil	Bioethanol	NA	Bioethanol	No	NA	2	No	No	No	No	No	No	No	No	BI005	121	Mosaic	Mosaic	TBD	0.002186918	Gallone_et_al_2016
BR001	NA	PRJNA323691	NA	Unknown	Bread	NA	Bread	No	NA	4	+1@9	+1@9	Yes	Gain	Yes	No	Yes	No	BR001	109	Mixed	Mixed	TBD	0.00603877	Gallone_et_al_2016
BR002	NA	PRJNA323691	NA	Belgium	Bread	NA	Bread	No	NA	4	No	No	No	No	No	No	No	No	BR002	90	Mixed	Mixed	TBD	0.004981652	Gallone_et_al_2016
BR003	NA	PRJNA323691	NA	Belgium	Bread	NA	Bread	No	NA	2	No	No	No	No	No	0.1	No	No	BR003	90	Mixed	Mixed	TBD	0.003721447	Gallone_et_al_2016
BR004	NA	PRJNA323691	NA	Belgium	Bread	NA	Bread	No	NA	4	+1@9	+1@9	Yes	Gain	Yes	No	No	No	BR004	81	Mixed	Mixed	TBD	0.005548195	Gallone_et_al_2016
LA001	NA	PRJNA323691	NA	Lab_cross	Lab	NA	Lab	No	NA	Unknown	No	No	No	No	No	0.01	No	No	LA001	105	Mosaic	Mosaic	TBD	0.000299625	Gallone_et_al_2016
LA002	NA	PRJNA323691	Nextera_XT	Lab_cross	Lab	NA	Lab	No	NA	Unknown	No	"+1@1,3,6"	Yes	Gain	Yes	No	Yes	Yes	LA002	59	Mosaic	Mosaic	TBD	9.14E-06	Gallone_et_al_2016
SA001	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	No	+1@5	Yes	Gain	Yes	0.03	No	No	SA001	88	Asian	Asian	TBD	0.000434149	Gallone_et_al_2016
SA002	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	1@1	+1@1	Yes	Gain	Yes	No	No	No	SA002	101	Wine	Wine	TBD	0.000371861	Gallone_et_al_2016
SA003	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	+1@1	+1@1	Yes	Gain	Yes	0.01	No	No	SA003	84	Asian	Asian	TBD	0.000301893	Gallone_et_al_2016
SA004	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	No	No	No	No	No	0.03	No	No	SA004	110	Asian	Asian	TBD	0.000285509	Gallone_et_al_2016
SA005	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	No	No	No	No	No	No	No	No	SA005	101	Asian	Asian	TBD	0.000331442	Gallone_et_al_2016
SA006	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	No	No	No	No	No	No	No	No	SA006	107	Asian	Asian	TBD	0.000407507	Gallone_et_al_2016
SA007	NA	PRJNA323691	NA	Japan	Saké	NA	Sake	No	NA	2	+1@11	+1@11	Yes	Gain	Yes	0.01	No	No	SA007	118	Asian	Asian	TBD	0.000980593	Gallone_et_al_2016
SP001	NA	PRJNA323691	NA	Unknown	Spirits	NA	Fermentation	No	NA	4	+1@3	-1@1;+1@3	Yes	Both	Yes	No	No	No	SP001	248	Mixed	Mixed	TBD	0.005950958	Gallone_et_al_2016
SP002	NA	PRJNA323691	NA	France	Spirits	NA	Fermentation	No	NA	2	No	No	No	No	No	No	No	No	SP002	106	Wine	Wine	TBD	0.000633932	Gallone_et_al_2016
SP003	NA	PRJNA323691	NA	Unknown	Spirits	NA	Fermentation	No	NA	4	"+1@6,10"	"+1@6,10"	Yes	Gain	Yes	No	No	No	SP003	108	Mixed	Mixed	TBD	0.005900268	Gallone_et_al_2016
SP004	NA	PRJNA323691	NA	Brazil	Spirits	NA	Fermentation	No	NA	2	No	No	No	No	No	No	No	No	SP004	77	Wine	Wine	TBD	0.001955156	Gallone_et_al_2016
SP005	NA	PRJNA323691	NA	Brazil	Spirits	NA	Fermentation	No	NA	4	"+1@3,8"	"+1@3,8"	Yes	Gain	Yes	No	Yes	No	SP005	101	Belgium/Germany	Belgium/Germany	TBD	0.003550074	Gallone_et_al_2016
SP006	NA	PRJNA323691	NA	Brazil	Spirits	NA	Fermentation	No	NA	Unknown	No	+1@1	Yes	Gain	Yes	No	No	No	SP006	143	Mosaic	Mosaic	TBD	0.000264406	Gallone_et_al_2016
SP007	NA	PRJNA323691	NA	Scotland	Spirits	NA	Fermentation	No	NA	3	No	No	No	No	No	0.03	No	No	SP007	87	Mosaic	Mosaic	TBD	0.0053938	Gallone_et_al_2016
SP008	NA	PRJNA323691	Nextera_XT	Scotland	Spirits	NA	Fermentation	No	NA	Unknown	No	No	No	No	No	No	Yes	Yes	SP008	30	Mosaic	Mosaic	TBD	0.004347274	Gallone_et_al_2016
SP009	NA	PRJNA323691	Nextera_XT	US_(Tennessee)	Spirits	NA	Fermentation	No	NA	3	"+1@2,7,11"	"-1@4;+1@2,11,15"	Yes	Both	Yes	No	Yes	Yes	SP009	33	Mosaic	Mosaic	TBD	0.003592008	Gallone_et_al_2016
SP010	NA	PRJNA323691	Nextera_XT	Unknown	Spirits	NA	Fermentation	No	NA	3	+1@2	+1@2	Yes	Gain	TBD	No	Yes	Yes	SP010	48	Mosaic	Mosaic	TBD	0.00443374	Gallone_et_al_2016
SP011	NA	PRJNA323691	Nextera_XT	Unknown	Spirits	NA	Fermentation	No	NA	2	No	No	No	No	No	No	Yes	Yes	SP011	48	Wine	Wine	TBD	0.000538066	Gallone_et_al_2016
WI001	NA	PRJNA323691	NA	France	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	Yes	No	WI001	96	Wine	Wine	TBD	0.000716319	Gallone_et_al_2016
WI002	NA	PRJNA323691	NA	Russia	Wine	NA	Wine	No	NA	Unknown	No	No	No	No	No	No	No	No	WI002	102	Mosaic	Mosaic	TBD	0.000350475	Gallone_et_al_2016
WI003	NA	PRJNA323691	NA	France	Wine	NA	Wine	No	NA	2	No	No	No	No	No	0.03	No	No	WI003	101	Wine	Wine	TBD	0.000870888	Gallone_et_al_2016
WI004	NA	PRJNA323691	NA	Germany	Wine	NA	Wine	No	NA	2	No	+1@8	No	Gain	Yes	No	No	No	WI004	88	Wine	Wine	TBD	0.0005315	Gallone_et_al_2016
WI005	NA	PRJNA323691	NA	Germany	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	Yes	No	WI005	100	Wine	Wine	TBD	0.000489214	Gallone_et_al_2016
WI006	NA	PRJNA323691	NA	Germany	Wine	NA	Wine	No	NA	Unknown	No	No	No	No	No	0.03	No	No	WI006	106	Wine	Wine	TBD	0.000171754	Gallone_et_al_2016
WI007	NA	PRJNA323691	NA	Germany	Wine	NA	Wine	No	NA	Unknown	No	No	No	No	No	No	No	No	WI007	127	Wine	Wine	TBD	0.001707145	Gallone_et_al_2016
WI008	NA	PRJNA323691	NA	Unknown	Wine	NA	Wine	No	NA	2	+1@9	+1@9	Yes	Gain	Yes	No	No	No	WI008	86	Mosaic	Mosaic	TBD	0.002892606	Gallone_et_al_2016
WI009	NA	PRJNA323691	NA	Germany	Wine	NA	Wine	No	NA	2	+1@9	No	No	No	No	No	No	No	WI009	95	Wine	Wine	TBD	0.000602755	Gallone_et_al_2016
WI010	NA	PRJNA323691	NA	France	Wine	NA	Wine	No	NA	2	No	+1@6	Yes	Gain	Yes	No	No	No	WI010	104	Wine	Wine	TBD	0.001887967	Gallone_et_al_2016
WI011	NA	PRJNA323691	NA	France	Wine	NA	Wine	No	NA	2	No	No	No	No	No	0.05	Yes	No	WI011	111	Wine	Wine	TBD	0.000719173	Gallone_et_al_2016
WI012	NA	PRJNA323691	NA	Unknown	Wine	NA	Wine	No	NA	4	+1@4	+1@4	Yes	Gain	Yes	No	No	No	WI012	107	Britain	Britain	TBD	0.004168101	Gallone_et_al_2016
WI013	NA	PRJNA323691	NA	France	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	No	No	WI013	162	Wine	Wine	TBD	0.000648492	Gallone_et_al_2016
WI014	NA	PRJNA323691	NA	Germany	Wine	NA	Wine	No	NA	2	No	+1@3	Yes	Gain	Yes	No	No	No	WI014	115	Wine	Wine	TBD	0.00065144	Gallone_et_al_2016
WI015	NA	PRJNA323691	NA	France	Wine	NA	Wine	No	NA	Unknown	No	No	No	No	No	No	No	No	WI015	108	Wine	Wine	TBD	0.000132664	Gallone_et_al_2016
WI016	NA	PRJNA323691	NA	Italy	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	No	No	WI016	78	Mosaic	Mosaic	TBD	0.004115405	Gallone_et_al_2016
WI017	NA	PRJNA323691	NA	Spain	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	No	No	WI017	186	Wine	Wine	TBD	0.001139015	Gallone_et_al_2016
WI018	NA	PRJNA323691	NA	Unknown	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	No	No	WI018	99	Wine	Wine	TBD	0.00166031	Gallone_et_al_2016
WI019	NA	PRJNA323691	Nextera_XT	Unknown	Wine	NA	Wine	No	NA	Unknown	No	+1@3	Yes	Gain	Yes	No	Yes	Yes	WI019	30	Mosaic	Mosaic	TBD	0.000259883	Gallone_et_al_2016
WL001	NA	PRJNA323691	Nextera_XT	Ghana	Wild_(Cocoa)	NA	Cocoa	No	NA	2	No	No	No	No	No	No	No	No	WL001	127	Mosaic	Mosaic	TBD	0.001983926	Gallone_et_al_2016
